index,sample,fluoroscein (uM),sulforhodamine (uM),cascade blue (uM),NanoCym beads (1/mL),double distilled water (uL),PBS (uL),http://igem.org/engineering/test_execution/ActivityEdgeFlow239/LiteralIdentified1/Dataset1/SampleData1,wavelength
E4,G6,0.0,0.0,0.625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E4,H6,0.0,0.0,0.625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E4,G7,0.0,0.0,0.625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E4,H7,0.0,0.0,0.625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E4,G8,0.0,0.0,0.625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E4,H8,0.0,0.0,0.625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E4,G9,0.0,0.0,0.625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E4,H9,0.0,0.0,0.625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E4,G10,0.0,0.0,0.625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E4,H10,0.0,0.0,0.625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E4,G11,0.0,0.0,0.625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E4,H11,0.0,0.0,0.625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E4,G12,0.0,0.0,0.625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E4,H12,0.0,0.0,0.625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,G1,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,H1,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,G2,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,H2,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,G3,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,H3,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,G4,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,H4,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,G5,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,H5,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,G6,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,H6,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,G7,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,H7,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,G8,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,H8,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,G9,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,H9,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,G10,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,H10,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,G11,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,H11,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,G12,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E5,H12,0.0,0.0,0.3125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,G1,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,H1,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,G2,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,H2,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,G3,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,H3,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,G4,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,H4,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,G5,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,H5,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,G6,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,H6,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,G7,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,H7,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,G8,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,H8,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,G9,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,H9,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,G10,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,H10,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,G11,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,H11,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,G12,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E6,H12,0.0,0.0,0.15625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,G1,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,H1,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,G2,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,H2,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,G3,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,H3,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,G4,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,H4,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,G5,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,H5,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,G6,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,H6,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,G7,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,H7,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,G8,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,H8,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,G9,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,H9,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,G10,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,H10,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,G11,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,H11,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,G12,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E7,H12,0.0,0.0,0.078125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,G1,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,H1,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,G2,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,H2,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,G3,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,H3,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,G4,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,H4,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,G5,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,H5,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,G6,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,H6,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,G7,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,H7,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,G8,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,H8,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,G9,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,H9,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,G10,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,H10,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,G11,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,H11,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,G12,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E8,H12,0.0,0.0,0.0390625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,G1,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,H1,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,G2,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,H2,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,G3,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,H3,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,G4,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,H4,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,G5,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,H5,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,G6,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,H6,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,G7,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,H7,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,G8,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,H8,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,G9,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,H9,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,G10,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,H10,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,G11,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,H11,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,G12,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E9,H12,0.0,0.0,0.01953125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,G1,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,H1,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,G2,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,H2,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,G3,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,H3,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,G4,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,H4,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,G5,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,H5,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,G6,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,H6,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,G7,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,H7,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,G8,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,H8,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,G9,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,H9,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,G10,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,H10,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,G11,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,H11,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,G12,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E10,H12,0.0,0.0,0.009765625,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,G1,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,H1,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,G2,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,H2,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,G3,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,H3,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,G4,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,H4,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,G5,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,H5,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,G6,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,H6,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,G7,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,H7,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,G8,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,H8,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,G9,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,H9,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,G10,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,H10,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,G11,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,H11,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
E11,G12,0.0,0.0,0.0048828125,0.0,200,0,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
